fs_time,time,param1,param2,covar
14.0,14.0,c,delta,2.4580330370596635e-27
14.0,14.0,c,phi,-1.681318229158462e-27
14.0,14.0,c,lnV0,-1.3629106885800502e-27
14.0,14.0,c,pi,-1.2125717634652607e-25
14.0,14.0,c,k,1.5773419702499734e-26
14.0,14.0,c,rho,-6.882452073219004e-30
14.0,14.0,c,beta,3.533296579321731e-27
14.0,14.0,delta,phi,-0.33607057971403376
14.0,14.0,delta,lnV0,-0.016197095569557233
14.0,14.0,delta,pi,0.6235091370980914
14.0,14.0,delta,k,4.726236549467313e-28
14.0,14.0,delta,rho,0.00020259659052919524
14.0,14.0,delta,beta,-0.21498468508277432
14.0,14.0,phi,lnV0,-0.23743179087003283
14.0,14.0,phi,pi,-5.725320666734854
14.0,14.0,phi,k,-3.3420940363441234e-28
14.0,14.0,phi,rho,-0.0018895290593007377
14.0,14.0,phi,beta,0.42354283862428554
14.0,14.0,lnV0,pi,0.6080438719516883
14.0,14.0,lnV0,k,-2.6527377605260976e-28
14.0,14.0,lnV0,rho,0.0006739358806930308
14.0,14.0,lnV0,beta,-0.30470816909446063
14.0,14.0,pi,k,-2.3353573410463262e-26
14.0,14.0,pi,rho,0.005295696891279887
14.0,14.0,pi,beta,-1.9387753760629494
14.0,14.0,k,rho,-1.316307537770361e-30
14.0,14.0,k,beta,6.77109831949625e-28
14.0,14.0,rho,beta,-1.4181535862184265e-05
14.0,15.0,c,delta,2.4580330370596635e-27
14.0,15.0,c,phi,-1.681318229158462e-27
14.0,15.0,c,lnV0,-1.3629106885800502e-27
14.0,15.0,c,pi,-1.2125717634652607e-25
14.0,15.0,c,k,1.5773419702499734e-26
14.0,15.0,c,rho,-6.882452073219004e-30
14.0,15.0,c,beta,3.533296579321731e-27
14.0,15.0,delta,phi,-0.33607057971403376
14.0,15.0,delta,lnV0,-0.016197095569557233
14.0,15.0,delta,pi,0.6235091370980914
14.0,15.0,delta,k,4.726236549467313e-28
14.0,15.0,delta,rho,0.00020259659052919524
14.0,15.0,delta,beta,-0.21498468508277432
14.0,15.0,phi,lnV0,-0.23743179087003283
14.0,15.0,phi,pi,-5.725320666734854
14.0,15.0,phi,k,-3.3420940363441234e-28
14.0,15.0,phi,rho,-0.0018895290593007377
14.0,15.0,phi,beta,0.42354283862428554
14.0,15.0,lnV0,pi,0.6080438719516883
14.0,15.0,lnV0,k,-2.6527377605260976e-28
14.0,15.0,lnV0,rho,0.0006739358806930308
14.0,15.0,lnV0,beta,-0.30470816909446063
14.0,15.0,pi,k,-2.3353573410463262e-26
14.0,15.0,pi,rho,0.005295696891279887
14.0,15.0,pi,beta,-1.9387753760629494
14.0,15.0,k,rho,-1.316307537770361e-30
14.0,15.0,k,beta,6.77109831949625e-28
14.0,15.0,rho,beta,-1.4181535862184265e-05
14.0,16.0,c,delta,2.4580330370596635e-27
14.0,16.0,c,phi,-1.681318229158462e-27
14.0,16.0,c,lnV0,-1.3629106885800502e-27
14.0,16.0,c,pi,-1.2125717634652607e-25
14.0,16.0,c,k,1.5773419702499734e-26
14.0,16.0,c,rho,-6.882452073219004e-30
14.0,16.0,c,beta,3.533296579321731e-27
14.0,16.0,delta,phi,-0.33607057971403376
14.0,16.0,delta,lnV0,-0.016197095569557233
14.0,16.0,delta,pi,0.6235091370980914
14.0,16.0,delta,k,4.726236549467313e-28
14.0,16.0,delta,rho,0.00020259659052919524
14.0,16.0,delta,beta,-0.21498468508277432
14.0,16.0,phi,lnV0,-0.23743179087003283
14.0,16.0,phi,pi,-5.725320666734854
14.0,16.0,phi,k,-3.3420940363441234e-28
14.0,16.0,phi,rho,-0.0018895290593007377
14.0,16.0,phi,beta,0.42354283862428554
14.0,16.0,lnV0,pi,0.6080438719516883
14.0,16.0,lnV0,k,-2.6527377605260976e-28
14.0,16.0,lnV0,rho,0.0006739358806930308
14.0,16.0,lnV0,beta,-0.30470816909446063
14.0,16.0,pi,k,-2.3353573410463262e-26
14.0,16.0,pi,rho,0.005295696891279887
14.0,16.0,pi,beta,-1.9387753760629494
14.0,16.0,k,rho,-1.316307537770361e-30
14.0,16.0,k,beta,6.77109831949625e-28
14.0,16.0,rho,beta,-1.4181535862184265e-05
14.0,17.0,c,delta,2.4580330370596635e-27
14.0,17.0,c,phi,-1.681318229158462e-27
14.0,17.0,c,lnV0,-1.3629106885800502e-27
14.0,17.0,c,pi,-1.2125717634652607e-25
14.0,17.0,c,k,1.5773419702499734e-26
14.0,17.0,c,rho,-6.882452073219004e-30
14.0,17.0,c,beta,3.533296579321731e-27
14.0,17.0,delta,phi,-0.33607057971403376
14.0,17.0,delta,lnV0,-0.016197095569557233
14.0,17.0,delta,pi,0.6235091370980914
14.0,17.0,delta,k,4.726236549467313e-28
14.0,17.0,delta,rho,0.00020259659052919524
14.0,17.0,delta,beta,-0.21498468508277432
14.0,17.0,phi,lnV0,-0.23743179087003283
14.0,17.0,phi,pi,-5.725320666734854
14.0,17.0,phi,k,-3.3420940363441234e-28
14.0,17.0,phi,rho,-0.0018895290593007377
14.0,17.0,phi,beta,0.42354283862428554
14.0,17.0,lnV0,pi,0.6080438719516883
14.0,17.0,lnV0,k,-2.6527377605260976e-28
14.0,17.0,lnV0,rho,0.0006739358806930308
14.0,17.0,lnV0,beta,-0.30470816909446063
14.0,17.0,pi,k,-2.3353573410463262e-26
14.0,17.0,pi,rho,0.005295696891279887
14.0,17.0,pi,beta,-1.9387753760629494
14.0,17.0,k,rho,-1.316307537770361e-30
14.0,17.0,k,beta,6.77109831949625e-28
14.0,17.0,rho,beta,-1.4181535862184265e-05
14.0,18.0,c,delta,2.4580330370596635e-27
14.0,18.0,c,phi,-1.681318229158462e-27
14.0,18.0,c,lnV0,-1.3629106885800502e-27
14.0,18.0,c,pi,-1.2125717634652607e-25
14.0,18.0,c,k,1.5773419702499734e-26
14.0,18.0,c,rho,-6.882452073219004e-30
14.0,18.0,c,beta,3.533296579321731e-27
14.0,18.0,delta,phi,-0.33607057971403376
14.0,18.0,delta,lnV0,-0.016197095569557233
14.0,18.0,delta,pi,0.6235091370980914
14.0,18.0,delta,k,4.726236549467313e-28
14.0,18.0,delta,rho,0.00020259659052919524
14.0,18.0,delta,beta,-0.21498468508277432
14.0,18.0,phi,lnV0,-0.23743179087003283
14.0,18.0,phi,pi,-5.725320666734854
14.0,18.0,phi,k,-3.3420940363441234e-28
14.0,18.0,phi,rho,-0.0018895290593007377
14.0,18.0,phi,beta,0.42354283862428554
14.0,18.0,lnV0,pi,0.6080438719516883
14.0,18.0,lnV0,k,-2.6527377605260976e-28
14.0,18.0,lnV0,rho,0.0006739358806930308
14.0,18.0,lnV0,beta,-0.30470816909446063
14.0,18.0,pi,k,-2.3353573410463262e-26
14.0,18.0,pi,rho,0.005295696891279887
14.0,18.0,pi,beta,-1.9387753760629494
14.0,18.0,k,rho,-1.316307537770361e-30
14.0,18.0,k,beta,6.77109831949625e-28
14.0,18.0,rho,beta,-1.4181535862184265e-05
14.0,19.0,c,delta,2.4580330370596635e-27
14.0,19.0,c,phi,-1.681318229158462e-27
14.0,19.0,c,lnV0,-1.3629106885800502e-27
14.0,19.0,c,pi,-1.2125717634652607e-25
14.0,19.0,c,k,1.5773419702499734e-26
14.0,19.0,c,rho,-6.882452073219004e-30
14.0,19.0,c,beta,3.533296579321731e-27
14.0,19.0,delta,phi,-0.33607057971403376
14.0,19.0,delta,lnV0,-0.016197095569557233
14.0,19.0,delta,pi,0.6235091370980914
14.0,19.0,delta,k,4.726236549467313e-28
14.0,19.0,delta,rho,0.00020259659052919524
14.0,19.0,delta,beta,-0.21498468508277432
14.0,19.0,phi,lnV0,-0.23743179087003283
14.0,19.0,phi,pi,-5.725320666734854
14.0,19.0,phi,k,-3.3420940363441234e-28
14.0,19.0,phi,rho,-0.0018895290593007377
14.0,19.0,phi,beta,0.42354283862428554
14.0,19.0,lnV0,pi,0.6080438719516883
14.0,19.0,lnV0,k,-2.6527377605260976e-28
14.0,19.0,lnV0,rho,0.0006739358806930308
14.0,19.0,lnV0,beta,-0.30470816909446063
14.0,19.0,pi,k,-2.3353573410463262e-26
14.0,19.0,pi,rho,0.005295696891279887
14.0,19.0,pi,beta,-1.9387753760629494
14.0,19.0,k,rho,-1.316307537770361e-30
14.0,19.0,k,beta,6.77109831949625e-28
14.0,19.0,rho,beta,-1.4181535862184265e-05
14.0,20.0,c,delta,2.4580330370596635e-27
14.0,20.0,c,phi,-1.681318229158462e-27
14.0,20.0,c,lnV0,-1.3629106885800502e-27
14.0,20.0,c,pi,-1.2125717634652607e-25
14.0,20.0,c,k,1.5773419702499734e-26
14.0,20.0,c,rho,-6.882452073219004e-30
14.0,20.0,c,beta,3.533296579321731e-27
14.0,20.0,delta,phi,-0.33607057971403376
14.0,20.0,delta,lnV0,-0.016197095569557233
14.0,20.0,delta,pi,0.6235091370980914
14.0,20.0,delta,k,4.726236549467313e-28
14.0,20.0,delta,rho,0.00020259659052919524
14.0,20.0,delta,beta,-0.21498468508277432
14.0,20.0,phi,lnV0,-0.23743179087003283
