lnV0,beta,delta,pi,phi,rho,method
3.4633376914600564,8.323807581166646,4.0,394.2313868133368,5.022287541191107,0.0176267673304062,map
3.8156999228851856,8.322961179450296,3.5666664185796506,381.1556252889616,5.916555981826246,0.01259490511753814,mean
