lnV0,beta,delta,pi,phi,rho,method
4.556738247240262,7.527277347889771,2.1089803328099745,380.960841042745,3.0455073164675928,0.0123993536758371,map
3.79937586085955,8.23148710211737,2.1319122633770484,382.61675090904436,4.920016217946203,0.010504736714806291,mean
