unit,time,prob,ymin,ymax
V,0.0,95,4.0,136.99999999999997
V,0.0,87,6.0,132.00000000000006
V,0.0,75,12.999999999999998,126.00000000000001
V,0.0,62,22.999999999999996,112.99999999999994
V,0.0,50,33.0,102.99999999999996
V,0.0,37,47.99999999999999,89.0
V,0.0,25,49.99999999999999,76.0
V,0.0,12,54.000000000000014,63.999999999999986
V,0.0,0,59.00000000000001,59.00000000000001
V,1.0,95,389.39882790693855,7322.614658762151
V,1.0,87,637.3271100396108,6331.909230876212
V,1.0,75,862.5522351603862,5287.606833203796
V,1.0,62,1195.2334739426135,4664.724032067082
V,1.0,50,1525.9495299169064,4062.8087548226526
V,1.0,37,1885.1023452363393,3518.971097455591
V,1.0,25,2090.4572220510586,3432.5185247190743
V,1.0,12,2547.77429169652,2975.242132479837
V,1.0,0,2925.730028520031,2925.730028520031
V,2.0,95,1334256.0832818996,16935072.519912187
V,2.0,87,1713356.538717322,12015707.574913891
V,2.0,75,1996533.4904319143,9393931.642691977
V,2.0,62,2322184.871113625,7513509.520885181
V,2.0,50,2681770.451465918,6808297.789939981
V,2.0,37,3047753.4921902767,5617169.979640363
V,2.0,25,3391584.6473322003,5138119.584307147
V,2.0,12,3851792.7042249995,4571466.044507094
V,2.0,0,4235654.302936617,4235654.302936617
V,3.0,95,114893992.45299996,390686780.2344634
V,3.0,87,183751919.1102934,365641809.6374126
V,3.0,75,208971282.65137073,351271307.3147927
V,3.0,62,232210215.95873317,336502849.11933523
V,3.0,50,245235916.1761246,326508900.30820936
V,3.0,37,255956760.15277386,314503257.183366
V,3.0,25,265906299.19219476,304400204.84096664
V,3.0,12,276312411.25481087,291919026.29150045
V,3.0,0,285742890.44239277,285742890.44239277
V,4.0,95,25772440.743971705,128353401.80251996
V,4.0,87,30263662.471046265,96560616.54271995
V,4.0,75,33985526.303538404,74385744.46680649
V,4.0,62,36817247.65526852,65916858.753993064
V,4.0,50,38755413.83804584,60721299.48953044
V,4.0,37,41403349.308246605,57254676.91178374
V,4.0,25,44005752.81865069,54456506.20613586
V,4.0,12,46823778.021459125,50935055.171883464
V,4.0,0,48418318.98991649,48418318.98991649
V,5.0,95,3245810.4235785175,18642516.114880946
V,5.0,87,3884804.522013118,14777532.169200053
V,5.0,75,4610140.031994496,12305909.304798521
V,5.0,62,5165662.05146056,10902794.690356452
V,5.0,50,5673210.340112828,10167534.396756096
V,5.0,37,6137922.753103673,9641134.361332662
V,5.0,25,6733748.786185725,9009300.940463556
V,5.0,12,7318136.582818886,8204228.917702082
V,5.0,0,7910374.813433562,7910374.813433562
V,6.0,95,561908.652220205,3875200.4858028013
V,6.0,87,721983.5549816823,3079297.945400546
V,6.0,75,888049.8507389372,2565417.672894766
V,6.0,62,1026775.7659858639,2359421.9065560154
V,6.0,50,1152451.9079069851,2262063.9611919303
V,6.0,37,1240122.6234825894,2029656.1233297777
V,6.0,25,1387716.7625131395,1831278.2928174133
V,6.0,12,1483312.8649879533,1752167.1306326254
V,6.0,0,1615994.3164288087,1615994.3164288087
V,7.0,95,91452.72186665815,865273.8505700597
V,7.0,87,124425.66875371613,678044.286463899
V,7.0,75,157286.32836509406,547497.2099591612
V,7.0,62,190648.71973103855,508884.1174455316
V,7.0,50,214412.2159999483,479694.5184024101
V,7.0,37,233983.50835258848,425607.2493384768
V,7.0,25,266386.2653169947,371542.69880288205
V,7.0,12,288185.3073055485,352980.3586950788
V,7.0,0,324000.6613694848,324000.6613694848
V,8.0,95,13938.805220231146,190246.64077758288
V,8.0,87,19743.574366043744,143287.09503420815
V,8.0,75,26617.67186447384,114084.17389554995
V,8.0,62,33061.08140090533,103663.56222640435
V,8.0,50,38163.25071719238,93636.16401946246
V,8.0,37,41090.477862400905,84036.38149699714
V,8.0,25,48863.30564801298,73020.37331156919
V,8.0,12,52383.94947656315,68518.8119159209
V,8.0,0,61395.36402905981,61395.36402905981
V,9.0,95,2222.3647556820574,40428.924734067376
V,9.0,87,3188.7884019954813,29743.448004130823
V,9.0,75,4551.690094550593,23984.854834156416
V,9.0,62,5765.483463828253,21254.44960856021
V,9.0,50,6790.133903913977,19242.301757862897
V,9.0,37,7509.129216515296,16442.741787076888
V,9.0,25,8763.502595622918,14565.588088315997
V,9.0,12,9773.125819502473,13513.778140131608
V,9.0,0,11658.29580261145,11658.29580261145
V,10.0,95,339.4247687797327,9163.43237910054
V,10.0,87,528.2703167271092,6536.199055158809
V,10.0,75,769.7074190321324,5076.427086249582
V,10.0,62,984.465472980732,4500.083140905697
V,10.0,50,1204.4548265776568,3939.0295095792612
V,10.0,37,1448.0060672050713,3314.8768393480545
V,10.0,25,1635.1687577340365,2882.8219756091644
V,10.0,12,1900.957492208547,2481.70782667963
V,10.0,0,2113.164939862145,2113.164939862145
V,11.0,95,57.00000000000001,2080.9950856333558
V,11.0,87,100.0,1373.0171581645118
V,11.0,75,131.11528832850587,1057.1161737189534
V,11.0,62,174.06304029464246,934.0672770642929
V,11.0,50,208.29815261428442,796.5248333013526
V,11.0,37,255.0089380543706,660.2597120024532
V,11.0,25,304.76356009900934,584.6819835451433
V,11.0,12,372.9059711821932,497.5738914242084
V,11.0,0,434.7914821868019,434.7914821868019
V,12.0,95,6.0,514.6899392762529
V,12.0,87,21.0,328.8492839768946
V,12.0,75,34.0,259.8449540094417
V,12.0,62,39.99999999999999,211.46777145871636
V,12.0,50,45.00000000000001,177.3228717889602
V,12.0,37,57.00000000000001,154.40396199342834
V,12.0,25,75.00000000000001,134.1042450803177
V,12.0,12,85.99999999999999,118.57851374402253
V,12.0,0,101.63562929417976,101.63562929417976
V,13.0,95,1.0,129.66130264117427
V,13.0,87,1.0,101.91791799417098
V,13.0,75,1.0,74.00000000000001
V,13.0,62,2.0,50.999999999999986
V,13.0,50,5.000000000000001,45.00000000000001
V,13.0,37,11.000000000000002,40.99999999999999
V,13.0,25,18.999999999999996,37.99999999999999
V,13.0,12,26.0,35.0
V,13.0,0,32.00000000000001,32.00000000000001
V,14.0,95,1.0,21.0
V,14.0,87,1.0,4.0
V,14.0,75,1.0,1.0
V,14.0,62,1.0,1.0
V,14.0,50,1.0,1.0
V,14.0,37,1.0,1.0
V,14.0,25,1.0,1.0
V,14.0,12,1.0,1.0
V,14.0,0,1.0,1.0
V,14.0,95,1.0,21.0
V,14.0,87,1.0,4.0
V,14.0,75,1.0,1.0
V,14.0,62,1.0,1.0
V,14.0,50,1.0,1.0
V,14.0,37,1.0,1.0
V,14.0,25,1.0,1.0
V,14.0,12,1.0,1.0
V,14.0,0,1.0,1.0
V,15.0,95,1.0,1.0
V,15.0,87,1.0,1.0
V,15.0,75,1.0,1.0
V,15.0,62,1.0,1.0
V,15.0,50,1.0,1.0
V,15.0,37,1.0,1.0
V,15.0,25,1.0,1.0
V,15.0,12,1.0,1.0
V,15.0,0,1.0,1.0
V,16.0,95,1.0,1.0
V,16.0,87,1.0,1.0
V,16.0,75,1.0,1.0
V,16.0,62,1.0,1.0
