time,pr
0.0,0.0
1.0,0.0
2.0,0.0
3.0,0.0
4.0,0.0
5.0,0.0
6.0,0.0
7.0,0.0
8.0,0.0
9.0,0.0
10.0,0.0
11.0,0.0
12.0,0.0
13.0,0.0
14.0,6.866765271976415e-05
14.0,6.866765271976415e-05
15.0,0.00011485902385835476
16.0,0.3041871141146908
17.0,1.0000000000000002
18.0,1.0000000000000002
19.0,1.0000000000000002
20.0,1.0000000000000002
21.0,1.0000000000000002
