unit,time,prob,ymin,ymax
V,0.0,95,3.0,133.0
V,0.0,87,4.0,115.00000000000003
V,0.0,75,7.0,106.00000000000004
V,0.0,62,10.0,93.99999999999997
V,0.0,50,12.000000000000002,79.99999999999999
V,0.0,37,17.0,60.0
V,0.0,25,26.0,52.00000000000001
V,0.0,12,33.0,42.00000000000001
V,0.0,0,37.0,37.0
V,1.0,95,305.4942156468798,97197.74543660802
V,1.0,87,673.1386867010007,47427.50762047835
V,1.0,75,923.076124101538,38579.497567287595
V,1.0,62,1099.901936722953,28235.073709137414
V,1.0,50,2569.4598068460223,22168.88503543784
V,1.0,37,3532.3176170339293,16205.176567911327
V,1.0,25,4199.659348892339,10435.665186032946
V,1.0,12,5514.233912706636,10120.402263291224
V,1.0,0,6608.00578557227,6608.00578557227
V,2.0,95,627983.2013388282,32101404.20640391
V,2.0,87,793558.742745545,9926806.566026695
V,2.0,75,994023.2221488538,7180873.819361573
V,2.0,62,1085663.4807295236,4733280.158603402
V,2.0,50,1400466.9829487943,4239825.750745108
V,2.0,37,1515392.5378930531,3535451.6528980476
V,2.0,25,1699974.3356460182,3351529.85922684
V,2.0,12,1969837.6267743388,2826270.665399638
V,2.0,0,2380629.28463253,2380629.28463253
V,3.0,95,40565194.243158884,208071517.61027297
V,3.0,87,60550457.23229168,181351955.77365285
V,3.0,75,67406889.52777049,155221958.922553
V,3.0,62,72955150.4305605,145758276.43552494
V,3.0,50,79604885.98956287,141154870.49652383
V,3.0,37,88014681.44440007,130198987.50791009
V,3.0,25,94734576.94814906,119566800.9238094
V,3.0,12,97846142.40944047,111289292.4319539
V,3.0,0,102439191.07880555,102439191.07880555
V,4.0,95,3320655.206215437,25172209.683467407
V,4.0,87,3954106.537082193,22990804.288675375
V,4.0,75,4461378.630767665,16197994.668091157
V,4.0,62,5212874.1022176985,14933597.678648556
V,4.0,50,5612214.657266407,13271434.721568247
V,4.0,37,6054863.448049742,11684192.56933673
V,4.0,25,6793589.717680476,10629545.892802112
V,4.0,12,7744376.304337009,9816973.733124394
V,4.0,0,8780603.787284164,8780603.787284164
V,5.0,95,165727.40939174884,2926318.911591695
V,5.0,87,220569.6983275778,1854619.570456201
V,5.0,75,266799.7066267942,1636034.0184910176
V,5.0,62,328570.98622423544,1296027.0964841165
V,5.0,50,365915.42734399164,1132191.2015084904
V,5.0,37,408356.86218071287,971358.1914599473
V,5.0,25,466842.51650432503,869444.2991952013
V,5.0,12,558768.4865340086,789072.9960277188
V,5.0,0,665440.5352803124,665440.5352803124
V,6.0,95,17729.87790387888,529242.5887809546
V,6.0,87,26322.190322386137,315579.140821141
V,6.0,75,32192.382919556607,211385.40990956785
V,6.0,62,38250.95638745086,182334.65308377118
V,6.0,50,46252.88723526598,168794.83335264446
V,6.0,37,53095.33165397871,137840.78061964884
V,6.0,25,60929.315628750235,127414.9164550391
V,6.0,12,73830.17391760106,104441.29006232794
V,6.0,0,84137.8962368741,84137.8962368741
V,7.0,95,1534.377650821151,85569.1611607267
V,7.0,87,2326.600406815887,48409.55334468603
V,7.0,75,2885.7061620636973,28107.82610822143
V,7.0,62,3701.056109319981,23608.07320366426
V,7.0,50,4594.41772733635,21839.77338386427
V,7.0,37,5926.025146087526,17751.077111433926
V,7.0,25,6672.569417777992,15288.307728826998
V,7.0,12,8805.911347616537,11385.611565761727
V,7.0,0,9912.504338305629,9912.504338305629
V,8.0,95,104.72643942825525,12937.07306697945
V,8.0,87,166.93576501081904,6953.515776071251
V,8.0,75,227.06256756126805,3374.573935859406
