time,pr
100.0,0.0
101.0,0.0
102.0,0.0
103.0,0.0
104.0,0.0
105.0,0.0
106.0,0.0
107.0,0.0
108.0,0.0
109.0,0.0
110.0,0.0
111.0,0.0
112.0,0.0
113.0,0.0
114.0,0.0
115.0,0.0
116.0,0.0
117.0,0.0
118.0,0.0
119.0,0.0
120.0,0.0
121.0,0.0
122.0,0.0
123.0,0.0
124.0,0.0
125.0,0.0
126.0,0.0
127.0,0.0
128.0,0.0
129.0,0.0
130.0,0.0
131.0,0.0
132.0,0.0
133.0,0.0
134.0,0.0
135.0,0.0
136.0,0.0
137.0,0.0
138.0,0.0
139.0,0.0
140.0,0.0
141.0,0.0
142.0,0.0
143.0,0.0
144.0,0.0
145.0,0.0
146.0,0.0
147.0,0.0
148.0,0.0
149.0,0.0
150.0,0.0
151.0,0.0
152.0,0.0
153.0,0.0
154.0,0.0
155.0,0.0
156.0,0.0
157.0,0.0
158.0,0.0
159.0,0.0
160.0,0.0
161.0,0.0
162.0,0.0
163.0,0.0
164.0,0.0
165.0,0.0
166.0,0.0
167.0,0.0
168.0,0.0
169.0,4.4928432817901196e-05
170.0,4.4928432817901196e-05
171.0,4.4928432817901196e-05
172.0,4.4928432817901196e-05
173.0,4.492848869898089e-05
174.0,4.492848869898089e-05
175.0,4.492848869898089e-05
176.0,4.597126576743232e-05
177.0,0.0021299976343401262
178.0,0.002129997640492743
179.0,0.003116440886585668
180.0,0.005350911974050471
181.0,0.008101047228499188
182.0,0.00913934172592921
183.0,0.010035974251257192
184.0,0.011194042531844556
185.0,0.020326666091428844
186.0,0.030614375199275318
187.0,0.03515333112693489
188.0,0.04532228782744646
189.0,0.05008116755495157
190.0,0.056267674313029974
191.0,0.06802645622473556
192.0,0.08049950679196899
193.0,0.09319484660639965
194.0,0.10375895255237663
195.0,0.12634589021501502
196.0,0.13624493790242112
197.0,0.14928169807753608
198.0,0.1653144550422762
199.0,0.17850583066708967
200.0,0.19947429638874897
201.0,0.22067587642804665
202.0,0.23175709872959235
203.0,0.24287120496899364
204.0,0.26914413868521336
205.0,0.2888120668538284
206.0,0.30962641829114584
207.0,0.31507919189708106
208.0,0.32123484440471756
209.0,0.34501625886126175
210.0,0.35410961674309266
211.0,0.37101600609966234
212.0,0.38746660436969627
213.0,0.39883550845675514
214.0,0.4112677930441163
215.0,0.44040511299736385
216.0,0.45793655420790164
217.0,0.48490569875825157
218.0,0.5067696568347995
219.0,0.5293536376340541
220.0,0.5370514207456506
221.0,0.5530392590640292
222.0,0.562920436338631
223.0,0.5744248868798594
224.0,0.5912343401489427
225.0,0.6090038468495842
226.0,0.6188738812963686
227.0,0.63166254265065
228.0,0.6430372873065593
229.0,0.6509152977833174
230.0,0.6587268201418794
231.0,0.6637254361581401
232.0,0.6804461890864557
233.0,0.6899584817930522
234.0,0.7019565558182375
235.0,0.7083434802307048
236.0,0.7154133377490967
237.0,0.7260527814453734
238.0,0.7336951930214075
239.0,0.7436916538581978
240.0,0.7465042977610352
241.0,0.7473643850205665
242.0,0.7575229926694956
243.0,0.7657894922704029
244.0,0.7663479628111624
245.0,0.7760738607284374
246.0,0.7792800261087742
247.0,0.7870236245966707
248.0,0.7920777254747662
249.0,0.7978390353439619
250.0,0.8063794847817115
251.0,0.8107405105955923
252.0,0.8171409807182463
253.0,0.8223041693801201
254.0,0.8240994818952883
255.0,0.8261415110567057
256.0,0.8263045605083221
257.0,0.8277854510250954
258.0,0.8324440605780535
259.0,0.8347545402309542
260.0,0.8351734299557111
261.0,0.8353040397714231
262.0,0.8353440979102136
263.0,0.8379145994333944
264.0,0.8409867253541387
265.0,0.8414721442589429
266.0,0.8445247886437411
267.0,0.846561586961627
268.0,0.8474792534683968
269.0,0.8500617591181227
270.0,0.8548512098853698
271.0,0.854870049681897
272.0,0.8568290218088543
273.0,0.8568938301852016
274.0,0.8616199170848631
275.0,0.8616667491224861
276.0,0.8649975107602232
277.0,0.8649975107602232
278.0,0.8696599546579483
279.0,0.8696599546579483
280.0,0.8696624560497567
281.0,0.8696634371537939
282.0,0.8718618979199121
283.0,0.8762064742793759
284.0,0.8762556591215612
285.0,0.8779525327378419
286.0,0.8779544049311951
287.0,0.8798410111745836
288.0,0.8798459477749893
289.0,0.8824459751657434
290.0,0.8847007515425324
291.0,0.8847007911375198
292.0,0.884711440313105
293.0,0.8873935720123272
294.0,0.8873935720123272
295.0,0.8916867692715
296.0,0.8916867692715
297.0,0.8916870843735898
298.0,0.8916906839140657
299.0,0.8944799340847855
300.0,0.8944799340847855
301.0,0.8960465277433703
302.0,0.897897420924835
303.0,0.897897420924835
304.0,0.8986184102960976
305.0,0.9026465195408581
306.0,0.9036818025771047
307.0,0.9036818235173532
308.0,0.9049281013918076
309.0,0.9049281013918076
310.0,0.9049378385369795
311.0,0.9049378385369795
312.0,0.9049378385369795
313.0,0.9052016438126969
314.0,0.9060673649085716
315.0,0.9060673649085716
316.0,0.9060673649086225
317.0,0.9062215172068363
318.0,0.90622151720684
319.0,0.9080877719927632
320.0,0.9103033303171155
321.0,0.9111274177462034
322.0,0.9111274177468909
323.0,0.9111274177468909
324.0,0.9111274177468909
325.0,0.9118533384097764
326.0,0.9118533384097764
327.0,0.9118533384097764
328.0,0.9136547146449918
329.0,0.9136547146449918
330.0,0.9136547146449918
331.0,0.9158474472049809
332.0,0.9182039690766645
333.0,0.9182039690766686
334.0,0.9182039690766686
335.0,0.9182589913095811
336.0,0.9182589913095811
337.0,0.9182589913095812
338.0,0.9182589913095812
339.0,0.9182589913095812
340.0,0.9182589913095812
341.0,0.9192717204002983
342.0,0.9192717204002983
343.0,0.9192717204002983
344.0,0.9192717204002983
345.0,0.9192717230587164
346.0,0.919272720397589
347.0,0.9208567623755268
348.0,0.9208567623755268
349.0,0.9208567623755268
350.0,0.9208567623755268
351.0,0.9208567623755268
352.0,0.9208567623755268
353.0,0.9208567623980897
354.0,0.9208567623980897
355.0,0.9208567623980897
356.0,0.9208567623980897
357.0,0.9208567623980897
358.0,0.9208567623980897
359.0,0.9208567623980897
360.0,0.9213706110603579
361.0,0.9233536507962231
362.0,0.9233536507962231
363.0,0.9233536507962231
364.0,0.9233536507962231
365.0,0.9233536508858504
366.0,0.9233536508858504
367.0,0.9233536508858504
368.0,0.9233536508858504
369.0,0.9234294941175121
370.0,0.9234294941175121
371.0,0.9234295200366529
372.0,0.9234295200366529
373.0,0.9253626698441373
374.0,0.9253626698441373
375.0,0.9253626698441373
376.0,0.9253652757218789
377.0,0.9253652757218789
378.0,0.92536527575503
379.0,0.92536527575503
380.0,0.9253669122352536
381.0,0.9253669122352536
382.0,0.9257620211516755
383.0,0.9257620211516755
384.0,0.9257620211516755
385.0,0.9257620211516755
386.0,0.9257620211516755
387.0,0.9257620211516755
388.0,0.9257620211516755
389.0,0.9257620211516755
390.0,0.9257620211516755
391.0,0.9257620211516755
392.0,0.9257620211516755
393.0,0.9257620211516755
394.0,0.9257620211516755
395.0,0.9257620211516755
396.0,0.9257620211516755
397.0,0.9257620211516755
398.0,0.9257620211516755
399.0,0.9257620215677338
400.0,0.9257620215677338
