unit,time,prob,ymin,ymax
V,0.0,95,4.0,136.99999999999997
V,0.0,87,6.0,118.00000000000003
V,0.0,75,17.0,111.99553562530969
V,0.0,62,22.999999999999996,101.99999999999999
V,0.0,50,42.99999999999999,99.0
V,0.0,37,43.988634895845536,91.00000000000001
V,0.0,25,47.00000000000001,74.00000000000001
V,0.0,12,48.99999999999999,57.00000000000001
V,0.0,0,49.99999999999999,49.99999999999999
V,1.0,95,40.99999999999999,8744.632453601447
V,1.0,87,147.4117620450513,7833.90627485537
V,1.0,75,464.44799226696966,5457.0582122093065
V,1.0,62,582.2454012528837,3707.8007133567844
V,1.0,50,808.3790856122185,3378.8768189302314
V,1.0,37,1149.417959400522,2709.7405152326537
V,1.0,25,1264.2219341403832,2548.037196009321
V,1.0,12,1446.9435818151248,2308.505236246787
V,1.0,0,1970.324457614057,1970.324457614057
V,2.0,95,362197.8238474969,15528127.51430445
V,2.0,87,1324987.7906282626,10638776.85525148
V,2.0,75,2163154.3941891193,7211429.89533285
V,2.0,62,2440477.768320237,6451066.074377464
V,2.0,50,2636999.504976203,5134266.286515684
V,2.0,37,2785241.736185892,4453779.994180053
V,2.0,25,3093494.2925092294,4255149.652031271
V,2.0,12,3136763.3490120824,3923074.6620278563
V,2.0,0,3349067.9406845816,3349067.9406845816
V,3.0,95,58720565.55451321,610499674.9412469
V,3.0,87,80312436.89018843,598600211.9369985
V,3.0,75,277960721.46683365,563621741.5707914
V,3.0,62,329761047.3964145,543546911.886069
V,3.0,50,383286616.1908816,534963852.58281434
V,3.0,37,411950856.78848124,512203658.8472161
V,3.0,25,431019471.02121997,501465876.14871037
V,3.0,12,456434798.3621838,484618698.4432898
V,3.0,0,467521492.7449968,467521492.7449968
V,4.0,95,62881873.6368568,472718229.101088
V,4.0,87,72292679.66022304,298371066.52922106
V,4.0,75,83136882.50031108,238140773.44435823
V,4.0,62,89250236.35335538,151274962.12307847
V,4.0,50,96650012.77607746,143314005.3840263
V,4.0,37,104173019.98096438,136701825.62696794
V,4.0,25,111519117.31215878,133195845.77425504
V,4.0,12,113602204.44459909,124671189.89356281
V,4.0,0,119201172.21076417,119201172.21076417
V,5.0,95,10768231.67020313,105920228.30084571
V,5.0,87,13838687.663443247,70535152.52166842
V,5.0,75,17037362.102644432,45202554.61918087
V,5.0,62,18458270.82521279,38808877.4035325
V,5.0,50,20642267.653740495,35474868.07384272
V,5.0,37,22684393.674769744,32230188.51191654
V,5.0,25,25389436.78709005,30933683.011882804
V,5.0,12,26040511.553282674,29347280.045581184
V,5.0,0,27730356.17320406,27730356.17320406
V,6.0,95,2494617.563478629,25081766.266521707
V,6.0,87,3401485.0945254923,18072832.081586923
V,6.0,75,4199541.554647877,12947675.01115466
V,6.0,62,4623676.32271351,11258867.42986297
V,6.0,50,5158484.921093982,10432770.547016626
V,6.0,37,5629312.14101969,9270994.975514429
V,6.0,25,6520879.940789999,8739712.574779939
V,6.0,12,7109129.844782669,7895411.5955732865
V,6.0,0,7549271.27781605,7549271.27781605
V,7.0,95,548700.8911720607,7086270.347400046
V,7.0,87,798895.1387457462,5236586.971596236
