lnV0,beta,delta,pi,phi,rho,method
2.952576976404777,10.47994412913802,3.6380140836396433,400.0,8.606383870688889,0.0030558444640959,map
3.802363690875345,8.257596123925985,3.6155865687716475,380.1205189908231,6.481539508700469,0.010895652236659567,mean
