fs_time,time,param1,param2,covar
14.0,14.0,c,lnV0,-6.568182347909983e-30
14.0,14.0,c,delta,1.0574526655986654e-29
14.0,14.0,c,rho,6.997791784258536e-32
14.0,14.0,c,beta,-3.160629099746157e-30
14.0,14.0,c,phi,-1.5951299987781388e-29
14.0,14.0,c,k,1.4222830948857707e-29
14.0,14.0,c,pi,-8.920875634033529e-28
14.0,14.0,lnV0,delta,-0.019481879051260746
14.0,14.0,lnV0,rho,0.0011703136680463236
14.0,14.0,lnV0,beta,-0.0037650883314839165
14.0,14.0,lnV0,phi,-0.44147797774160324
14.0,14.0,lnV0,k,-3.271744966534108e-30
14.0,14.0,lnV0,pi,-2.297611889516924
14.0,14.0,delta,rho,0.00011768888101713924
14.0,14.0,delta,beta,-0.0642440933966969
14.0,14.0,delta,phi,-0.07710282724399017
14.0,14.0,delta,k,5.287263327993327e-30
14.0,14.0,delta,pi,0.373503298817121
14.0,14.0,rho,beta,-0.0011409652615510667
14.0,14.0,rho,phi,-0.0045798599695871045
14.0,14.0,rho,k,3.457902625302116e-32
14.0,14.0,rho,pi,-0.005326490911008726
14.0,14.0,beta,phi,-0.23148176560718145
14.0,14.0,beta,k,-1.5803145498730786e-30
14.0,14.0,beta,pi,1.3171166412249673
14.0,14.0,phi,k,-7.950957579048927e-30
14.0,14.0,phi,pi,1.9629644050568766
14.0,14.0,k,pi,-4.460437817016764e-28
14.0,15.0,c,lnV0,-6.568182347909983e-30
14.0,15.0,c,delta,1.0574526655986654e-29
14.0,15.0,c,rho,6.997791784258536e-32
14.0,15.0,c,beta,-3.160629099746157e-30
14.0,15.0,c,phi,-1.5951299987781388e-29
14.0,15.0,c,k,1.4222830948857707e-29
14.0,15.0,c,pi,-8.920875634033529e-28
14.0,15.0,lnV0,delta,-0.019481879051260746
14.0,15.0,lnV0,rho,0.0011703136680463236
14.0,15.0,lnV0,beta,-0.0037650883314839165
14.0,15.0,lnV0,phi,-0.44147797774160324
14.0,15.0,lnV0,k,-3.271744966534108e-30
14.0,15.0,lnV0,pi,-2.297611889516924
14.0,15.0,delta,rho,0.00011768888101713924
14.0,15.0,delta,beta,-0.0642440933966969
14.0,15.0,delta,phi,-0.07710282724399017
14.0,15.0,delta,k,5.287263327993327e-30
14.0,15.0,delta,pi,0.373503298817121
14.0,15.0,rho,beta,-0.0011409652615510667
14.0,15.0,rho,phi,-0.0045798599695871045
14.0,15.0,rho,k,3.457902625302116e-32
