unit,time,prob,ymin,ymax
V,0.0,95,3.0,148.00000000000003
V,0.0,87,6.0,141.99999999999994
V,0.0,75,12.000000000000002,128.99999999999994
V,0.0,62,23.999999999999993,117.00000000000001
V,0.0,50,34.0,107.00000000000001
V,0.0,37,42.99999999999999,102.99999999999996
V,0.0,25,52.999999999999986,93.99999999999997
V,0.0,12,61.000000000000014,86.99999999999999
V,0.0,0,76.0,76.0
V,1.0,95,204.49165421412445,7996.9536125191635
V,1.0,87,308.17368848246446,5980.1230827507625
V,1.0,75,541.6680352327446,4854.906781235035
V,1.0,62,774.3054385621685,4401.4690943706555
V,1.0,50,932.9434045794732,4021.059416220194
V,1.0,37,1364.5737001803882,3506.1602672088534
V,1.0,25,1509.4073328879322,2897.2160158259226
V,1.0,12,1920.697532069156,2415.1529073663514
V,1.0,0,2210.906471887616,2210.906471887616
V,2.0,95,976726.8690060488,11064954.019800464
V,2.0,87,1161011.2879801686,9061269.52103022
V,2.0,75,1368877.907567949,6336432.596227183
V,2.0,62,1509971.8700979378,5437745.148566412
V,2.0,50,1719415.3838928435,4758899.51480475
V,2.0,37,1930719.1041406963,4227876.893044946
V,2.0,25,2083034.3317591774,3675737.9605234494
V,2.0,12,2418258.1211681617,3063412.007617231
V,2.0,0,2637754.4719230332,2637754.4719230332
V,3.0,95,66692306.11799299,209191817.47654235
V,3.0,87,86958705.68542653,194862754.22210476
V,3.0,75,98987489.68547599,182122837.13266084
V,3.0,62,107389729.23864682,173402456.81054583
V,3.0,50,118919787.41946356,166523325.22789583
V,3.0,37,125149214.52189438,158544870.99270764
V,3.0,25,131541312.53738534,153194831.361291
V,3.0,12,137312723.1728731,145321588.05944252
V,3.0,0,142339085.13632053,142339085.13632053
V,4.0,95,8020294.758885163,63100212.420048535
V,4.0,87,9925619.508178882,39271725.08394247
V,4.0,75,11439451.027486678,28893125.647047203
V,4.0,62,12237428.35347186,24087603.701301396
V,4.0,50,12968372.76809649,22453089.617164426
V,4.0,37,14012257.474110056,20714324.386944797
V,4.0,25,14921765.882060207,19920922.195169915
V,4.0,12,16203128.001998374,18308515.655953217
V,4.0,0,17093440.882093534,17093440.882093534
V,5.0,95,619563.183472399,5052528.578223737
V,5.0,87,826265.9959589955,3871478.230314787
V,5.0,75,963806.0370069408,2873099.1281696917
V,5.0,62,1093443.121047744,2507822.6386899725
V,5.0,50,1180712.3549017322,2359060.2197725545
V,5.0,37,1300301.4616558887,2119450.2330144388
V,5.0,25,1421811.3502774634,1928168.229583233
V,5.0,12,1591058.9811243701,1793814.3390900767
V,5.0,0,1682279.9612477303,1682279.9612477303
V,6.0,95,89367.46325205055,638068.4450413692
V,6.0,87,116290.02565373603,556180.5031982189
V,6.0,75,139540.10824174868,461619.65890480374
V,6.0,62,161673.46540505788,402387.09005045984
V,6.0,50,176561.16215470587,361297.28906708217
V,6.0,37,193746.50173163996,316153.1016841102
V,6.0,25,208942.32276720752,299600.50714085763
V,6.0,12,231949.75691842704,278735.933701113
V,6.0,0,255837.97118531264,255837.97118531264
V,7.0,95,10240.769487131418,104231.80733204882
V,7.0,87,14320.426572215769,87502.49462034093
V,7.0,75,17667.983143633646,71991.98043004861
V,7.0,62,20868.898894659265,60866.52868237836
V,7.0,50,23373.094919147803,53954.926937586206
V,7.0,37,26045.950468264058,46625.81706565455
V,7.0,25,28792.457017815,43653.68840348905
V,7.0,12,32401.55907314076,40024.260493286936
V,7.0,0,36449.26196786399,36449.26196786399
V,8.0,95,1074.140814751491,15089.078507370898
V,8.0,87,1513.2908404325256,12815.64379088258
V,8.0,75,1996.5123551647719,10511.480491653972
V,8.0,62,2447.5154104829103,8618.532444193957
V,8.0,50,2747.759188828693,7218.070334531087
V,8.0,37,3152.9298394779057,6249.329769388447
V,8.0,25,3454.2278546011744,5768.1154089284855
V,8.0,12,4029.2903844936773,5199.3339924747825
V,8.0,0,4606.838442847362,4606.838442847362
V,9.0,95,136.71554861880463,2386.822618233248
V,9.0,87,193.64804293339773,1881.6640699577465
V,9.0,75,252.1046375587421,1584.5883356378984
V,9.0,62,309.4264809987923,1293.6261055057576
V,9.0,50,370.84227654496203,1024.25685450932
V,9.0,37,434.6768060661299,908.08882373916
V,9.0,25,483.176465408725,818.25133462594
V,9.0,12,553.8329203278961,708.3328387652413
V,9.0,0,627.9642163846968,627.9642163846968
V,10.0,95,7.999999999999999,384.318596287379
V,10.0,87,17.999999999999996,300.57122544808345
V,10.0,75,30.999999999999996,221.2226739644247
V,10.0,62,38.99999999999999,185.68555403608383
V,10.0,50,44.0,154.14861711456703
V,10.0,37,49.99999999999999,123.112143917853
V,10.0,25,58.00000000000001,107.02229173425725
V,10.0,12,73.0,92.00000000000001
V,10.0,0,82.0,82.0
V,11.0,95,1.0,42.99999999999999
V,11.0,87,1.0,20.000000000000004
V,11.0,75,1.0,6.0
V,11.0,62,1.0,3.0
V,11.0,50,1.0,2.0
