lnV0,beta,delta,pi,phi,rho,method
2.935987508503197,5.583732701987707,3.437151815953297,393.306919363215,2.9532179146118827,0.0080081728252437,map
3.7870125467081714,7.258747231271733,3.2842772067949073,378.18822742862574,5.056341598950182,0.01311237546656852,mean
