fs_time,time,param1,param2,covar
14.0,14.0,rho,k,1.1580906907818745e-34
14.0,14.0,rho,pi,-0.0019006363895604829
14.0,14.0,rho,lnV0,0.00014292549266102704
14.0,14.0,rho,phi,0.0006682233700534502
14.0,14.0,rho,c,0.0
14.0,14.0,rho,beta,0.0004878222119582836
14.0,14.0,rho,delta,-0.00024559056022621255
14.0,14.0,k,pi,-5.574069243488747e-30
14.0,14.0,k,lnV0,-1.9687283875958412e-31
14.0,14.0,k,phi,-5.478200730701471e-32
14.0,14.0,k,c,0.0
14.0,14.0,k,beta,-8.90207618738989e-32
14.0,14.0,k,delta,1.780415237477978e-31
14.0,14.0,pi,lnV0,-0.09415925264785768
14.0,14.0,pi,phi,0.2873012217863453
14.0,14.0,pi,c,0.0
14.0,14.0,pi,beta,-0.0028751608782773335
14.0,14.0,pi,delta,0.06193160899591992
14.0,14.0,lnV0,phi,0.04725291836987745
14.0,14.0,lnV0,c,0.0
14.0,14.0,lnV0,beta,0.03301089917804333
14.0,14.0,lnV0,delta,-0.016078855093466744
14.0,14.0,phi,c,0.0
14.0,14.0,phi,beta,0.261016219209696
14.0,14.0,phi,delta,-0.11367056498660513
14.0,14.0,c,beta,0.0
14.0,14.0,c,delta,0.0
14.0,14.0,beta,delta,-0.07174043092192378
14.0,15.0,rho,k,1.1580906907818745e-34
14.0,15.0,rho,pi,-0.0019006363895604829
14.0,15.0,rho,lnV0,0.00014292549266102704
14.0,15.0,rho,phi,0.0006682233700534502
14.0,15.0,rho,c,0.0
14.0,15.0,rho,beta,0.0004878222119582836
14.0,15.0,rho,delta,-0.00024559056022621255
14.0,15.0,k,pi,-5.574069243488747e-30
14.0,15.0,k,lnV0,-1.9687283875958412e-31
14.0,15.0,k,phi,-5.478200730701471e-32
14.0,15.0,k,c,0.0
14.0,15.0,k,beta,-8.90207618738989e-32
14.0,15.0,k,delta,1.780415237477978e-31
14.0,15.0,pi,lnV0,-0.09415925264785768
14.0,15.0,pi,phi,0.2873012217863453
14.0,15.0,pi,c,0.0
14.0,15.0,pi,beta,-0.0028751608782773335
14.0,15.0,pi,delta,0.06193160899591992
14.0,15.0,lnV0,phi,0.04725291836987745
14.0,15.0,lnV0,c,0.0
14.0,15.0,lnV0,beta,0.03301089917804333
14.0,15.0,lnV0,delta,-0.016078855093466744
14.0,15.0,phi,c,0.0
14.0,15.0,phi,beta,0.261016219209696
14.0,15.0,phi,delta,-0.11367056498660513
14.0,15.0,c,beta,0.0
14.0,15.0,c,delta,0.0
14.0,15.0,beta,delta,-0.07174043092192378
14.0,16.0,rho,k,1.1580906907818745e-34
14.0,16.0,rho,pi,-0.0019006363895604829
14.0,16.0,rho,lnV0,0.00014292549266102704
14.0,16.0,rho,phi,0.0006682233700534502
14.0,16.0,rho,c,0.0
14.0,16.0,rho,beta,0.0004878222119582836
14.0,16.0,rho,delta,-0.00024559056022621255
14.0,16.0,k,pi,-5.574069243488747e-30
14.0,16.0,k,lnV0,-1.9687283875958412e-31
14.0,16.0,k,phi,-5.478200730701471e-32
14.0,16.0,k,c,0.0
14.0,16.0,k,beta,-8.90207618738989e-32
14.0,16.0,k,delta,1.780415237477978e-31
14.0,16.0,pi,lnV0,-0.09415925264785768
14.0,16.0,pi,phi,0.2873012217863453
14.0,16.0,pi,c,0.0
14.0,16.0,pi,beta,-0.0028751608782773335
14.0,16.0,pi,delta,0.06193160899591992
14.0,16.0,lnV0,phi,0.04725291836987745
14.0,16.0,lnV0,c,0.0
14.0,16.0,lnV0,beta,0.03301089917804333
14.0,16.0,lnV0,delta,-0.016078855093466744
14.0,16.0,phi,c,0.0
14.0,16.0,phi,beta,0.261016219209696
14.0,16.0,phi,delta,-0.11367056498660513
14.0,16.0,c,beta,0.0
14.0,16.0,c,delta,0.0
14.0,16.0,beta,delta,-0.07174043092192378
14.0,17.0,rho,k,1.1580906907818745e-34
14.0,17.0,rho,pi,-0.0019006363895604829
14.0,17.0,rho,lnV0,0.00014292549266102704
14.0,17.0,rho,phi,0.0006682233700534502
14.0,17.0,rho,c,0.0
14.0,17.0,rho,beta,0.0004878222119582836
14.0,17.0,rho,delta,-0.00024559056022621255
14.0,17.0,k,pi,-5.574069243488747e-30
14.0,17.0,k,lnV0,-1.9687283875958412e-31
14.0,17.0,k,phi,-5.478200730701471e-32
14.0,17.0,k,c,0.0
14.0,17.0,k,beta,-8.90207618738989e-32
14.0,17.0,k,delta,1.780415237477978e-31
14.0,17.0,pi,lnV0,-0.09415925264785768
14.0,17.0,pi,phi,0.2873012217863453
14.0,17.0,pi,c,0.0
14.0,17.0,pi,beta,-0.0028751608782773335
14.0,17.0,pi,delta,0.06193160899591992
14.0,17.0,lnV0,phi,0.04725291836987745
14.0,17.0,lnV0,c,0.0
14.0,17.0,lnV0,beta,0.03301089917804333
14.0,17.0,lnV0,delta,-0.016078855093466744
14.0,17.0,phi,c,0.0
14.0,17.0,phi,beta,0.261016219209696
14.0,17.0,phi,delta,-0.11367056498660513
14.0,17.0,c,beta,0.0
14.0,17.0,c,delta,0.0
14.0,17.0,beta,delta,-0.07174043092192378
14.0,18.0,rho,k,1.1580906907818745e-34
14.0,18.0,rho,pi,-0.0019006363895604829
14.0,18.0,rho,lnV0,0.00014292549266102704
14.0,18.0,rho,phi,0.0006682233700534502
14.0,18.0,rho,c,0.0
14.0,18.0,rho,beta,0.0004878222119582836
14.0,18.0,rho,delta,-0.00024559056022621255
14.0,18.0,k,pi,-5.574069243488747e-30
14.0,18.0,k,lnV0,-1.9687283875958412e-31
14.0,18.0,k,phi,-5.478200730701471e-32
14.0,18.0,k,c,0.0
14.0,18.0,k,beta,-8.90207618738989e-32
14.0,18.0,k,delta,1.780415237477978e-31
14.0,18.0,pi,lnV0,-0.09415925264785768
14.0,18.0,pi,phi,0.2873012217863453
14.0,18.0,pi,c,0.0
14.0,18.0,pi,beta,-0.0028751608782773335
14.0,18.0,pi,delta,0.06193160899591992
14.0,18.0,lnV0,phi,0.04725291836987745
14.0,18.0,lnV0,c,0.0
14.0,18.0,lnV0,beta,0.03301089917804333
14.0,18.0,lnV0,delta,-0.016078855093466744
14.0,18.0,phi,c,0.0
14.0,18.0,phi,beta,0.261016219209696
14.0,18.0,phi,delta,-0.11367056498660513
14.0,18.0,c,beta,0.0
14.0,18.0,c,delta,0.0
14.0,18.0,beta,delta,-0.07174043092192378
14.0,19.0,rho,k,1.1580906907818745e-34
14.0,19.0,rho,pi,-0.0019006363895604829
14.0,19.0,rho,lnV0,0.00014292549266102704
14.0,19.0,rho,phi,0.0006682233700534502
14.0,19.0,rho,c,0.0
14.0,19.0,rho,beta,0.0004878222119582836
14.0,19.0,rho,delta,-0.00024559056022621255
14.0,19.0,k,pi,-5.574069243488747e-30
14.0,19.0,k,lnV0,-1.9687283875958412e-31
14.0,19.0,k,phi,-5.478200730701471e-32
14.0,19.0,k,c,0.0
14.0,19.0,k,beta,-8.90207618738989e-32
14.0,19.0,k,delta,1.780415237477978e-31
14.0,19.0,pi,lnV0,-0.09415925264785768
14.0,19.0,pi,phi,0.2873012217863453
14.0,19.0,pi,c,0.0
14.0,19.0,pi,beta,-0.0028751608782773335
14.0,19.0,pi,delta,0.06193160899591992
14.0,19.0,lnV0,phi,0.04725291836987745
14.0,19.0,lnV0,c,0.0
14.0,19.0,lnV0,beta,0.03301089917804333
14.0,19.0,lnV0,delta,-0.016078855093466744
14.0,19.0,phi,c,0.0
14.0,19.0,phi,beta,0.261016219209696
14.0,19.0,phi,delta,-0.11367056498660513
14.0,19.0,c,beta,0.0
14.0,19.0,c,delta,0.0
14.0,19.0,beta,delta,-0.07174043092192378
14.0,20.0,rho,k,1.1580906907818745e-34
14.0,20.0,rho,pi,-0.0019006363895604829
14.0,20.0,rho,lnV0,0.00014292549266102704
14.0,20.0,rho,phi,0.0006682233700534502
14.0,20.0,rho,c,0.0
14.0,20.0,rho,beta,0.0004878222119582836
14.0,20.0,rho,delta,-0.00024559056022621255
14.0,20.0,k,pi,-5.574069243488747e-30
14.0,20.0,k,lnV0,-1.9687283875958412e-31
14.0,20.0,k,phi,-5.478200730701471e-32
14.0,20.0,k,c,0.0
14.0,20.0,k,beta,-8.90207618738989e-32
14.0,20.0,k,delta,1.780415237477978e-31
14.0,20.0,pi,lnV0,-0.09415925264785768
14.0,20.0,pi,phi,0.2873012217863453
14.0,20.0,pi,c,0.0
14.0,20.0,pi,beta,-0.0028751608782773335
14.0,20.0,pi,delta,0.06193160899591992
14.0,20.0,lnV0,phi,0.04725291836987745
14.0,20.0,lnV0,c,0.0
14.0,20.0,lnV0,beta,0.03301089917804333
14.0,20.0,lnV0,delta,-0.016078855093466744
14.0,20.0,phi,c,0.0
14.0,20.0,phi,beta,0.261016219209696
14.0,20.0,phi,delta,-0.11367056498660513
14.0,20.0,c,beta,0.0
14.0,20.0,c,delta,0.0
14.0,20.0,beta,delta,-0.07174043092192378
14.0,21.0,rho,k,1.1580906907818745e-34
14.0,21.0,rho,pi,-0.0019006363895604829
14.0,21.0,rho,lnV0,0.00014292549266102704
14.0,21.0,rho,phi,0.0006682233700534502
14.0,21.0,rho,c,0.0
14.0,21.0,rho,beta,0.0004878222119582836
14.0,21.0,rho,delta,-0.00024559056022621255
14.0,21.0,k,pi,-5.574069243488747e-30
14.0,21.0,k,lnV0,-1.9687283875958412e-31
14.0,21.0,k,phi,-5.478200730701471e-32
14.0,21.0,k,c,0.0
14.0,21.0,k,beta,-8.90207618738989e-32
14.0,21.0,k,delta,1.780415237477978e-31
14.0,21.0,pi,lnV0,-0.09415925264785768
14.0,21.0,pi,phi,0.2873012217863453
14.0,21.0,pi,c,0.0
14.0,21.0,pi,beta,-0.0028751608782773335
14.0,21.0,pi,delta,0.06193160899591992
14.0,21.0,lnV0,phi,0.04725291836987745
14.0,21.0,lnV0,c,0.0
14.0,21.0,lnV0,beta,0.03301089917804333
14.0,21.0,lnV0,delta,-0.016078855093466744
14.0,21.0,phi,c,0.0
14.0,21.0,phi,beta,0.261016219209696
14.0,21.0,phi,delta,-0.11367056498660513
14.0,21.0,c,beta,0.0
14.0,21.0,c,delta,0.0
14.0,21.0,beta,delta,-0.07174043092192378
