fs_time,time,param1,param2,covar
14.0,14.0,c,lnV0,-2.613453429258791e-28
14.0,14.0,c,delta,-1.1258863924009558e-27
14.0,14.0,c,rho,-1.4351672462721394e-30
14.0,14.0,c,beta,-2.2216882262860716e-27
14.0,14.0,c,phi,4.940798329078152e-28
14.0,14.0,c,k,-2.3059163575454878e-26
14.0,14.0,c,pi,3.5485350299577267e-26
14.0,14.0,lnV0,delta,-0.0670599153900335
14.0,14.0,lnV0,rho,0.0007149687034002442
14.0,14.0,lnV0,beta,-0.36490665392828897
14.0,14.0,lnV0,phi,0.12577944783861794
14.0,14.0,lnV0,k,2.443761473867129e-28
14.0,14.0,lnV0,pi,0.24938954983721745
14.0,14.0,delta,rho,-5.328658859131601e-05
14.0,14.0,delta,beta,-0.1838599452057128
14.0,14.0,delta,phi,-0.2266266723192104
14.0,14.0,delta,k,1.0603774049706864e-27
14.0,14.0,delta,pi,0.20347221782644204
14.0,14.0,rho,beta,0.00034613615467174756
14.0,14.0,rho,phi,0.00024580674239249557
14.0,14.0,rho,k,1.3272599345223544e-30
14.0,14.0,rho,pi,-0.0020569069655151026
14.0,14.0,beta,phi,-0.24143024213969486
14.0,14.0,beta,k,2.1069796708300002e-27
14.0,14.0,beta,pi,-5.369435011242448
14.0,14.0,phi,k,-4.830301241846372e-28
14.0,14.0,phi,pi,1.4210990997681225
14.0,14.0,k,pi,-3.3461675073418105e-26
14.0,15.0,c,lnV0,-2.613453429258791e-28
14.0,15.0,c,delta,-1.1258863924009558e-27
14.0,15.0,c,rho,-1.4351672462721394e-30
14.0,15.0,c,beta,-2.2216882262860716e-27
14.0,15.0,c,phi,4.940798329078152e-28
14.0,15.0,c,k,-2.3059163575454878e-26
14.0,15.0,c,pi,3.5485350299577267e-26
14.0,15.0,lnV0,delta,-0.0670599153900335
14.0,15.0,lnV0,rho,0.0007149687034002442
14.0,15.0,lnV0,beta,-0.36490665392828897
14.0,15.0,lnV0,phi,0.12577944783861794
14.0,15.0,lnV0,k,2.443761473867129e-28
14.0,15.0,lnV0,pi,0.24938954983721745
14.0,15.0,delta,rho,-5.328658859131601e-05
14.0,15.0,delta,beta,-0.1838599452057128
14.0,15.0,delta,phi,-0.2266266723192104
14.0,15.0,delta,k,1.0603774049706864e-27
14.0,15.0,delta,pi,0.20347221782644204
14.0,15.0,rho,beta,0.00034613615467174756
14.0,15.0,rho,phi,0.00024580674239249557
14.0,15.0,rho,k,1.3272599345223544e-30
14.0,15.0,rho,pi,-0.0020569069655151026
14.0,15.0,beta,phi,-0.24143024213969486
14.0,15.0,beta,k,2.1069796708300002e-27
14.0,15.0,beta,pi,-5.369435011242448
14.0,15.0,phi,k,-4.830301241846372e-28
14.0,15.0,phi,pi,1.4210990997681225
14.0,15.0,k,pi,-3.3461675073418105e-26
14.0,16.0,c,lnV0,-2.613453429258791e-28
14.0,16.0,c,delta,-1.1258863924009558e-27
14.0,16.0,c,rho,-1.4351672462721394e-30
14.0,16.0,c,beta,-2.2216882262860716e-27
14.0,16.0,c,phi,4.940798329078152e-28
14.0,16.0,c,k,-2.3059163575454878e-26
14.0,16.0,c,pi,3.5485350299577267e-26
14.0,16.0,lnV0,delta,-0.0670599153900335
14.0,16.0,lnV0,rho,0.0007149687034002442
14.0,16.0,lnV0,beta,-0.36490665392828897
14.0,16.0,lnV0,phi,0.12577944783861794
14.0,16.0,lnV0,k,2.443761473867129e-28
14.0,16.0,lnV0,pi,0.24938954983721745
14.0,16.0,delta,rho,-5.328658859131601e-05
14.0,16.0,delta,beta,-0.1838599452057128
14.0,16.0,delta,phi,-0.2266266723192104
14.0,16.0,delta,k,1.0603774049706864e-27
14.0,16.0,delta,pi,0.20347221782644204
14.0,16.0,rho,beta,0.00034613615467174756
14.0,16.0,rho,phi,0.00024580674239249557
14.0,16.0,rho,k,1.3272599345223544e-30
14.0,16.0,rho,pi,-0.0020569069655151026
14.0,16.0,beta,phi,-0.24143024213969486
14.0,16.0,beta,k,2.1069796708300002e-27
14.0,16.0,beta,pi,-5.369435011242448
14.0,16.0,phi,k,-4.830301241846372e-28
14.0,16.0,phi,pi,1.4210990997681225
14.0,16.0,k,pi,-3.3461675073418105e-26
14.0,17.0,c,lnV0,-2.613453429258791e-28
14.0,17.0,c,delta,-1.1258863924009558e-27
14.0,17.0,c,rho,-1.4351672462721394e-30
14.0,17.0,c,beta,-2.2216882262860716e-27
14.0,17.0,c,phi,4.940798329078152e-28
14.0,17.0,c,k,-2.3059163575454878e-26
14.0,17.0,c,pi,3.5485350299577267e-26
14.0,17.0,lnV0,delta,-0.0670599153900335
14.0,17.0,lnV0,rho,0.0007149687034002442
14.0,17.0,lnV0,beta,-0.36490665392828897
14.0,17.0,lnV0,phi,0.12577944783861794
14.0,17.0,lnV0,k,2.443761473867129e-28
14.0,17.0,lnV0,pi,0.24938954983721745
14.0,17.0,delta,rho,-5.328658859131601e-05
14.0,17.0,delta,beta,-0.1838599452057128
14.0,17.0,delta,phi,-0.2266266723192104
14.0,17.0,delta,k,1.0603774049706864e-27
14.0,17.0,delta,pi,0.20347221782644204
14.0,17.0,rho,beta,0.00034613615467174756
14.0,17.0,rho,phi,0.00024580674239249557
14.0,17.0,rho,k,1.3272599345223544e-30
14.0,17.0,rho,pi,-0.0020569069655151026
14.0,17.0,beta,phi,-0.24143024213969486
14.0,17.0,beta,k,2.1069796708300002e-27
14.0,17.0,beta,pi,-5.369435011242448
14.0,17.0,phi,k,-4.830301241846372e-28
14.0,17.0,phi,pi,1.4210990997681225
14.0,17.0,k,pi,-3.3461675073418105e-26
14.0,18.0,c,lnV0,-2.613453429258791e-28
14.0,18.0,c,delta,-1.1258863924009558e-27
14.0,18.0,c,rho,-1.4351672462721394e-30
14.0,18.0,c,beta,-2.2216882262860716e-27
14.0,18.0,c,phi,4.940798329078152e-28
14.0,18.0,c,k,-2.3059163575454878e-26
14.0,18.0,c,pi,3.5485350299577267e-26
14.0,18.0,lnV0,delta,-0.0670599153900335
14.0,18.0,lnV0,rho,0.0007149687034002442
14.0,18.0,lnV0,beta,-0.36490665392828897
14.0,18.0,lnV0,phi,0.12577944783861794
14.0,18.0,lnV0,k,2.443761473867129e-28
14.0,18.0,lnV0,pi,0.24938954983721745
14.0,18.0,delta,rho,-5.328658859131601e-05
14.0,18.0,delta,beta,-0.1838599452057128
14.0,18.0,delta,phi,-0.2266266723192104
14.0,18.0,delta,k,1.0603774049706864e-27
14.0,18.0,delta,pi,0.20347221782644204
14.0,18.0,rho,beta,0.00034613615467174756
14.0,18.0,rho,phi,0.00024580674239249557
14.0,18.0,rho,k,1.3272599345223544e-30
14.0,18.0,rho,pi,-0.0020569069655151026
14.0,18.0,beta,phi,-0.24143024213969486
14.0,18.0,beta,k,2.1069796708300002e-27
14.0,18.0,beta,pi,-5.369435011242448
14.0,18.0,phi,k,-4.830301241846372e-28
14.0,18.0,phi,pi,1.4210990997681225
14.0,18.0,k,pi,-3.3461675073418105e-26
14.0,19.0,c,lnV0,-2.613453429258791e-28
14.0,19.0,c,delta,-1.1258863924009558e-27
14.0,19.0,c,rho,-1.4351672462721394e-30
14.0,19.0,c,beta,-2.2216882262860716e-27
14.0,19.0,c,phi,4.940798329078152e-28
14.0,19.0,c,k,-2.3059163575454878e-26
14.0,19.0,c,pi,3.5485350299577267e-26
14.0,19.0,lnV0,delta,-0.0670599153900335
14.0,19.0,lnV0,rho,0.0007149687034002442
14.0,19.0,lnV0,beta,-0.36490665392828897
14.0,19.0,lnV0,phi,0.12577944783861794
14.0,19.0,lnV0,k,2.443761473867129e-28
14.0,19.0,lnV0,pi,0.24938954983721745
14.0,19.0,delta,rho,-5.328658859131601e-05
14.0,19.0,delta,beta,-0.1838599452057128
14.0,19.0,delta,phi,-0.2266266723192104
14.0,19.0,delta,k,1.0603774049706864e-27
14.0,19.0,delta,pi,0.20347221782644204
14.0,19.0,rho,beta,0.00034613615467174756
14.0,19.0,rho,phi,0.00024580674239249557
14.0,19.0,rho,k,1.3272599345223544e-30
14.0,19.0,rho,pi,-0.0020569069655151026
14.0,19.0,beta,phi,-0.24143024213969486
14.0,19.0,beta,k,2.1069796708300002e-27
14.0,19.0,beta,pi,-5.369435011242448
14.0,19.0,phi,k,-4.830301241846372e-28
14.0,19.0,phi,pi,1.4210990997681225
14.0,19.0,k,pi,-3.3461675073418105e-26
14.0,20.0,c,lnV0,-2.613453429258791e-28
14.0,20.0,c,delta,-1.1258863924009558e-27
14.0,20.0,c,rho,-1.4351672462721394e-30
14.0,20.0,c,beta,-2.2216882262860716e-27
14.0,20.0,c,phi,4.940798329078152e-28
14.0,20.0,c,k,-2.3059163575454878e-26
14.0,20.0,c,pi,3.5485350299577267e-26
14.0,20.0,lnV0,delta,-0.0670599153900335
14.0,20.0,lnV0,rho,0.0007149687034002442
14.0,20.0,lnV0,beta,-0.36490665392828897
14.0,20.0,lnV0,phi,0.12577944783861794
14.0,20.0,lnV0,k,2.443761473867129e-28
14.0,20.0,lnV0,pi,0.24938954983721745
14.0,20.0,delta,rho,-5.328658859131601e-05
14.0,20.0,delta,beta,-0.1838599452057128
14.0,20.0,delta,phi,-0.2266266723192104
14.0,20.0,delta,k,1.0603774049706864e-27
14.0,20.0,delta,pi,0.20347221782644204
14.0,20.0,rho,beta,0.00034613615467174756
14.0,20.0,rho,phi,0.00024580674239249557
14.0,20.0,rho,k,1.3272599345223544e-30
14.0,20.0,rho,pi,-0.0020569069655151026
14.0,20.0,beta,phi,-0.24143024213969486
14.0,20.0,beta,k,2.1069796708300002e-27
14.0,20.0,beta,pi,-5.369435011242448
14.0,20.0,phi,k,-4.830301241846372e-28
14.0,20.0,phi,pi,1.4210990997681225
14.0,20.0,k,pi,-3.3461675073418105e-26
14.0,21.0,c,lnV0,-2.613453429258791e-28
14.0,21.0,c,delta,-1.1258863924009558e-27
14.0,21.0,c,rho,-1.4351672462721394e-30
14.0,21.0,c,beta,-2.2216882262860716e-27
14.0,21.0,c,phi,4.940798329078152e-28
14.0,21.0,c,k,-2.3059163575454878e-26
14.0,21.0,c,pi,3.5485350299577267e-26
14.0,21.0,lnV0,delta,-0.0670599153900335
14.0,21.0,lnV0,rho,0.0007149687034002442
14.0,21.0,lnV0,beta,-0.36490665392828897
14.0,21.0,lnV0,phi,0.12577944783861794
14.0,21.0,lnV0,k,2.443761473867129e-28
14.0,21.0,lnV0,pi,0.24938954983721745
14.0,21.0,delta,rho,-5.328658859131601e-05
14.0,21.0,delta,beta,-0.1838599452057128
14.0,21.0,delta,phi,-0.2266266723192104
14.0,21.0,delta,k,1.0603774049706864e-27
14.0,21.0,delta,pi,0.20347221782644204
14.0,21.0,rho,beta,0.00034613615467174756
14.0,21.0,rho,phi,0.00024580674239249557
14.0,21.0,rho,k,1.3272599345223544e-30
14.0,21.0,rho,pi,-0.0020569069655151026
14.0,21.0,beta,phi,-0.24143024213969486
14.0,21.0,beta,k,2.1069796708300002e-27
14.0,21.0,beta,pi,-5.369435011242448
14.0,21.0,phi,k,-4.830301241846372e-28
14.0,21.0,phi,pi,1.4210990997681225
14.0,21.0,k,pi,-3.3461675073418105e-26
