lnV0,beta,delta,pi,phi,rho,method
4.6662789064688965,9.228134879143363,2.7851264588635862,489.7225436727507,2.7665069952872505,0.0026868918427111,map
4.01859737887605,8.00970555043627,2.7413344073398043,435.8202198286932,4.91490411610068,0.012193848551866438,mean
