delta
2.680503551559167
2.5299041449312982
2.445937557482017
2.5808667690529266
2.578044545986441
2.491865588730293
2.541537560221044
2.6230371990365997
2.542387459790204
2.4019710061744166
2.4868825084093977
2.317374423758736
2.693306890641463
2.6125643078431637
2.5636022032018424
2.579115867793317
2.643147473912464
2.6547877744454254
2.393103982942504
2.417418280550561
2.667082513648496
2.4318126729118523
2.747270472914717
2.66513153941122
2.553072330067652
2.265504566463869
2.252644526506305
2.515887321652175
2.548378552158136
2.402917243732649
2.6524470133387603
2.717604970002545
2.838025135882749
2.631919531477773
2.53953735051483
2.6204218353754043
2.404814519558509
2.803160483531732
2.3582115190669124
2.514883211785274
2.797007305221156
2.7722859731415057
2.917811912221321
2.707028778241501
2.7967054177529085
2.720791115319141
2.607112836397945
2.7399896382440314
2.2807971310241144
2.7317518463861066
3.0078588146308007
2.483941048565578
2.6883948146263648
2.6595741499858487
2.622247337557863
3.064853488167378
2.639041424942734
2.5160910357270536
2.3669525005559757
2.526274383771728
2.7981804062181603
2.331945622827258
2.559201332447181
2.4303902179119894
2.423784870881613
2.225663219764632
2.5168147976341446
2.5537615214200957
2.356795903756431
2.759423220545105
2.338181982842208
2.599875533348538
2.558066845979712
2.3992545484254237
2.3711540797014723
2.299737118431975
2.5638857720585086
2.6312392146277306
2.538086583595564
2.501998147151515
2.546869865874622
2.471227023621204
2.826193637378508
2.3692877208055347
2.3504560415515
2.2059415077374758
2.4687069338890097
2.3105963389799675
2.5426112656508155
2.260089988287734
2.4169694613942347
2.6993064484226545
2.887160390249037
2.496974619683676
2.7336329208943253
2.682320452408407
2.5333718691259297
2.7041951955042887
2.5015662438830617
2.717363984378161
2.411842283096758
2.713452096970322
2.7682001975894037
2.560556402565012
2.541256494362208
2.3256427198973664
2.486883756340015
2.9021467693693825
2.7191774603804646
2.712062426935156
2.951824932202887
2.7501455898685894
2.7775528024207654
2.560136579778891
2.676264999935311
2.425557385987345
2.425427298314826
2.576067302782644
2.6118120669103937
2.4680875225827257
2.4823760577793887
2.704243657631738
2.7985375486040613
2.5393000043987533
2.546004941310748
2.7818905580643745
2.68187402941286
2.4945807377904514
2.4435713410866557
2.517540148670868
2.648354083533441
2.4543142028588814
2.5178485641080703
2.496607078245912
2.6148144845335564
2.528835406267432
2.506733794616226
2.5242308036849384
2.524682348962556
2.64427355955506
2.721511271846488
2.659831576505829
2.5014565141003877
2.649512306937108
2.751159364228749
2.5074477810519045
2.867868881229105
2.7377661255421395
2.751928343178146
2.8157169111973626
2.662414994919957
2.3495143900131343
2.560292994363334
2.5882504047788983
2.608179818004719
2.2140153315063005
2.510639189383164
2.448166805987773
2.873052092396285
2.635193909940895
2.511174999230295
2.360234742464236
2.62950717321843
2.8009113195123807
2.616646269053031
2.5270221875485928
2.707158971353661
2.842677105201989
2.533403289341399
2.6982552263302404
2.624320431259062
2.686452000474329
2.516125376765029
2.579441712505981
2.2067392323179424
2.259611218322572
2.312374824207565
2.436017881858412
2.252547095675409
2.4100486849540106
2.3901266412268223
2.5452351254842256
2.6440175816689844
2.73950209036562
2.635956294033366
2.6656327299350377
2.453575609577656
2.236252081037131
2.4603138161047053
2.312517932046715
2.5615683017884745
2.569389954377691
2.402953776812217
2.802958614863621
2.704541621123131
2.8055729222962102
2.6160370212003814
2.7208485793022748
2.912859038592853
2.407866070090334
2.666870890554893
2.9318199895202968
2.7810909118466327
2.802372733053673
2.682798939135432
2.4781737498949004
2.4117629485021705
2.524680433955344
2.6397704702005576
2.3374143937520424
2.404266639872512
2.459375430513787
2.3996420210056324
2.7137600972139877
2.586744662368703
2.530606825418628
2.5950730537149647
2.9797232877161477
2.795477936184972
2.579127493597701
2.621675311989525
2.39453305535201
2.3342441625808656
2.366098164285073
2.606684773202101
2.6633228786287244
2.6900133741698657
2.8246814334621564
2.6309393453154697
2.6151910443377244
2.860616544463929
2.8102025632916923
2.8671332971559984
2.8689653357359197
2.494018103025835
2.990184590007978
2.811285724403975
2.402357702301364
2.6105627887209724
2.681161492725703
2.6210106224443708
2.479971166614481
2.416154074595845
2.5273770110056635
2.638929826527004
2.6246304789434176
2.627969742658029
2.4626694623537877
2.52981780996134
2.4549361239338814
2.6227801060714584
2.969892347410135
2.858693506942321
2.453484340478529
2.4097787866402567
2.737728015270077
2.7336934059920277
2.539359063611303
2.0793428687494173
2.3856717859380536
2.468194695772388
2.160797753925386
2.4904606426082485
2.3922544514211923
2.9704737289109
2.400834025819783
2.3957829781961224
2.6118823487533267
2.4952597762043287
2.519523424383111
2.5631970322883584
2.425725116015006
2.8187616144558207
2.6713103244447964
2.751471927412046
2.755780185228047
2.532182411376497
2.605279278160741
2.650695663092184
2.58195346930696
2.844053969599631
2.46912334409194
2.26886993865055
2.6325888606565493
2.557120724379506
2.609180756750074
2.5779488158665265
2.811327707274758
2.5677692468389304
2.805996428320525
2.3539652864344776
2.6248220648951626
2.373400806661067
2.411447953732277
2.523568245784473
2.7496388891283328
2.4114741758709566
2.185979597831808
2.768044345156743
2.477921241253101
2.308447889847901
2.303123837657397
2.282781283276988
2.205417921170139
2.170604502280774
2.562411319408327
2.7829516424487863
2.651153589484996
2.626131212997075
2.846197318575881
2.915452764100441
2.7582487369311206
2.756588066283212
2.324169611474171
2.5981492403706583
2.4891515938172795
2.768122247886745
2.367207523243731
2.8148984492213853
2.574191964890201
2.660456172098713
2.5312184033002416
2.6790060861570093
2.7824268904995195
2.6353611208249705
2.855974005943221
2.654064828477076
2.548059553341574
2.5765690000694224
2.418027469227255
2.7161048236192014
2.7447888234055022
2.511869510025214
2.294453914070506
2.205107872323413
2.619551330719116
2.61370075453184
2.828290965405841
2.372933581898302
2.4231334850307795
2.788644502138076
2.773849012129394
2.8816228337849386
2.9467856426311148
2.559033678761383
2.718775948912408
2.528360994072554
2.677333352468012
2.5813915097289604
2.542039269338118
2.57380544057116
2.6121884291465687
2.558689564928314
2.4433121293011544
2.31688920822066
2.732158694577315
2.661277342548213
2.87925131329682
2.7098609910985845
3.0120093174890457
2.8144018583718373
2.261463328332911
2.26209269082428
2.233249098578719
2.3985572460671483
2.454493281823647
2.2781261575659637
2.396376274132285
2.742192146635303
2.5839958988155565
2.812353854654254
2.800656035922789
2.9470163531028497
2.6198593587494767
2.4475410057210136
2.5430571993430027
2.666727862944849
2.5674573077231626
2.8058887397786467
2.560134030698354
2.228768209275624
2.893954182617046
2.595882436122929
2.517014982017772
2.6084862108022224
2.797876946119841
2.517941140620477
2.647955586704261
2.6022770789686427
3.104861591570617
2.8690645194003284
2.8167288484356274
2.5724967354728387
2.6415303937112364
2.625707653632129
2.764488438498568
2.675947390787584
2.5161857529696983
2.4224642140714288
2.27350339804695
2.84189102050749
2.651009987004437
2.4912522444526903
2.20929073967008
2.304400811978587
2.403235526850432
2.5622413086032285
2.445737853092937
2.311856031704889
2.701559712149017
2.3570566333345613
2.526053988453148
2.3630997888394267
2.7022511197381403
2.5741273572725216
2.4110181409557305
2.4017631182358183
2.2571237527267063
2.474474107031876
2.3123273390122723
2.269741893252088
2.325167324788313
2.3171806423602668
2.3402586024852345
2.4532840260646056
2.5419721011970067
2.22826330091279
2.2030948504616297
2.1722839563465124
2.5430699126168994
2.499932347973606
2.550026566095037
2.7047822923039195
2.603417288602434
2.895363671457605
2.69318319774885
2.779098466770177
2.7468298827154296
2.768556734528456
2.7708081524612997
2.398779951169072
2.622218536249566
2.712757663152938
2.7408495643300497
2.955612467004077
2.8147870931634547
2.9008045268825056
2.8487530696633576
2.6702429798441822
2.9021395186716488
2.701472875766384
2.6076813163793635
2.484960636553033
2.6913304903710764
2.5611731373911204
2.690948678877344
2.898424464712464
2.5999258452872245
2.531153174566089
2.478085539453244
2.515219416966717
2.5956999626630584
2.651284191447746
2.8487632585564584
2.834462346105388
2.735644395474357
3.1678635485059607
3.056389739645335
2.895534482617913
2.7551124243701604
2.545112465008794
2.475528931459997
2.568365750493996
2.7350269972451
2.636732751032298
2.6072251719129813
2.550155587931531
2.551524060495181
2.747883298227128
2.4993998626376177
2.215137590754977
2.778311136075964
2.747318153393051
2.6168117610809207
2.551749927024321
2.4569071750802585
2.577725404886281
2.5422397451398493
2.6152676434830093
2.788500074643728
2.847885311446984
2.741000097324316
2.6413743275259707
2.2876717237427813
2.8394533702015075
2.396772585507581
2.61171991817809
2.690591742337708
2.5229382458896943
2.8887045688048434
2.6783432800361986
2.7972818956473646
2.4652203141632287
2.508966272733276
2.6938426776402205
2.2699752085367653
2.591675187807549
2.437971655338283
2.1634338324205045
2.481148621261757
2.238022912817728
2.266237905847137
2.5157985136331167
2.285725882989844
2.470318505148051
2.6657457821624315
2.752898667459539
2.754625347101658
2.6212519192045334
2.758672639380048
2.836291823336182
2.7257566525999053
3.0461109806034385
2.990528332041536
2.8129398972850512
2.8990328764958555
2.771104439757237
2.7551910600518217
2.414691988146791
2.492823038675806
2.383639620989264
2.8302336858254296
2.2739496870519624
2.733776340990354
2.655644116355887
2.3979748750947825
2.4294962621191485
2.0331988408345776
2.200726304538473
2.504756583701992
2.413618273172168
2.2611524446331104
2.429111676714953
2.374279072387366
2.5890471087974976
2.587418437282651
2.5427794079099315
2.2714974273181734
2.604893137907153
2.728668830098263
2.85856899865772
2.7842792256668254
3.075232419056183
3.046598982230117
2.5501586929154447
2.799348970448493
2.3377977385325264
2.535852285605772
2.6900014115965654
2.4017927764856672
2.3746278868387574
2.718453611506792
2.7739368934932487
2.9635049102038837
2.8879420064962003
2.8227621674090604
2.9805557187332368
2.738120020082278
2.5177956899120173
2.47746139624292
2.086633661423463
2.309759577503208
2.3318185027851843
2.5241127491800417
2.922974786794144
2.5044760841605087
2.623811507716182
2.7220827673854098
2.449947210699894
2.4912512730495213
2.44981682191176
2.6993296921830545
2.565340474048268
2.7947958945834026
2.874841521404184
2.842872480862662
2.645491313884487
2.313614190023274
2.254163083297842
2.27333478226469
2.509305494055225
2.494663048865455
2.4374685133218605
2.699445319863662
2.5209334668720738
2.5006407293535644
2.4230895539367285
2.5010712240442534
2.89290940953243
2.4388675612993924
2.5496410811497805
2.3975962214542497
2.490874697132789
2.332459494681153
2.733734839084368
2.7183658506687878
2.6136007486585973
2.3078193720807088
2.577615624540602
2.421798134145556
2.282960600465277
2.6476103553581107
2.1936402655249068
2.628967565613209
2.571634364582972
2.4012531210048023
2.7577079085867977
2.457329128693913
2.457646286633371
2.7271632478487
2.188094043876495
2.2429722991792893
