beta
9.89669164842801
9.70083275249645
10.17738900000103
10.092797893156272
9.910439309318908
10.16441913298589
10.34559943569734
7.753143149441398
8.598013401663628
8.267518594044144
8.58797296703284
8.36404826210935
8.174154906056932
8.157328350542505
9.588720401655902
10.12683384165722
10.049175883367711
10.147805445198664
9.651144001154892
9.583103955254268
9.389625883413194
9.485716476237672
9.696161598359875
10.109387267338493
9.884593302255
9.451807682964086
9.47897396421768
9.939969684041122
9.848316234011962
9.784786022783344
9.929426847109928
9.105361807153578
9.483063220308098
9.679084730059191
9.602634548122232
9.620697137331618
10.008524374060034
9.673396253504512
9.649771031851037
10.26286762971949
9.465554724976634
9.907068195574354
7.620908133678887
7.419992146002802
7.75685964597772
7.623858975616244
8.079540832655843
7.301731594606695
7.887819199194347
10.138731965942062
9.875258256728744
9.80145647373219
9.990105369849866
10.319685608149802
9.361869013571749
9.465371004998312
8.510179376417673
8.022770633876476
8.338945084751073
8.930637461893992
8.986337372503375
8.897811599260834
8.638289909168781
9.030243173427165
9.930418043493855
9.536777131017477
9.555406915649916
9.172018566015948
9.304216366558308
9.297597037080044
8.580696154441878
8.834253975664366
9.087653119811112
9.070035099139831
8.831448744813475
9.084378919033682
8.789199038273576
9.116956182321688
9.092919499319674
9.151579208033
9.17364425028102
9.319716200557288
9.261392942564122
9.306235378709475
9.1027905545782
8.610010142984416
8.768116589015479
9.013419051601018
8.753998145351268
9.248349003687505
8.89721438701715
8.542995125039166
8.980881170997947
8.163776134408822
8.47770057297307
8.430830625580448
8.897906665249229
8.686052951229088
8.728422897233418
8.692896399209085
8.415328865745646
8.634496297882723
7.390421037542693
8.371627803041697
7.977289475237113
9.182768728442406
8.869206547093714
9.210250379977303
8.922142206785662
8.90495037212019
8.6962775926498
9.07482898188251
9.60376882040831
9.249686757942928
9.211868688356514
8.231162745272949
9.522521358316956
9.393453506795682
9.22881884691611
9.173206200057624
8.828760227066743
8.890740454614596
9.340026950560114
9.346750535933513
8.521209509826285
7.87489907114817
7.634054543713432
7.88588902481668
8.174062690851832
8.232215858046356
7.693120964025041
8.440258001036991
8.403086623361835
8.63942590104513
8.301323868180518
8.804023740342318
8.291613032518047
8.729449321844053
8.340108692373171
6.987282476850465
7.922762113014167
7.759610999622008
7.68829656194782
7.775889697352879
8.094524723587838
7.56865286239656
9.815161932795757
9.878049549555088
9.458780984059675
10.238616672878663
9.354107151329336
9.64629562111662
9.323201319294002
9.44241669804473
8.79883235723597
9.329706800356664
9.75578238639629
9.645724339626485
9.495233510606509
7.748808037430731
7.682040197376361
8.114241472848061
7.336169645399685
7.805962926106979
8.09509913394064
7.40528733323472
9.14630273810049
8.75976580446021
8.634478568456357
9.1808729137651
9.230215153627112
8.822345261721475
8.689018160628661
8.198681407846863
8.171694904615796
8.05792252443664
8.545938132869251
8.813794967882508
8.642976575905209
10.901660538169782
10.088523446060774
9.572214737526512
10.150742216826496
10.083185309847131
9.656832287386775
10.475082033909274
9.778503356184869
9.679222258708805
10.249690649440693
9.97490030675688
10.288429543436523
9.58141303921212
10.014799820710625
7.74768496123878
7.48094410926214
7.346710186216452
7.580528432521984
7.7511935892562756
7.304295244635667
7.972343633038304
9.14333516598568
9.156423526979678
9.748806743732066
8.893390303532838
9.11086846833168
9.77634116056042
6.74066786442144
6.729206750240597
7.648393451782989
7.043060357450196
7.419651787416113
7.161541118686929
6.568102758112478
9.491795743557622
8.943376044426486
8.87174664125858
9.851034098449608
9.49147022657443
9.509364746978497
9.144641299187343
8.483583927263604
8.514117801153144
8.750634687121297
9.401368557531718
8.839339416216635
8.854955219040729
8.948620662659133
8.55258670027784
8.215446637035768
8.542859416989037
8.23473971177068
8.609451516848452
8.91125359752499
7.903470420358588
8.319644353241594
8.707277822384818
8.75047892318243
8.030153224505717
8.225943989997877
8.542655164622829
9.273073625681372
9.156006737099675
9.026665462157084
8.94200425917994
9.429416397623203
8.906055299359052
9.29133630235932
9.5700336160835
9.2263324675382
9.698584088457316
