fs_time,time,prob,ymin,ymax,type,name
5.0,0.0,0,2.3473300485778097,2.3473300485778097,model,lnV0
5.0,0.0,12,2.1623021432341414,2.5323579539214776,model,lnV0
5.0,0.0,25,1.8242836392950883,3.254314680007404,model,lnV0
5.0,0.0,37,1.8242836392950883,3.254314680007404,model,lnV0
5.0,0.0,50,1.0863003522977503,3.837422810839807,model,lnV0
5.0,0.0,62,0.7321862847557117,4.34191560945263,model,lnV0
5.0,0.0,75,0.7321862847557117,4.34191560945263,model,lnV0
5.0,0.0,87,0.14966672518187385,4.761806558971889,model,lnV0
5.0,0.0,95,0.14966672518187385,4.761806558971889,model,lnV0
5.0,1.0,0,4.34191560945263,4.34191560945263,model,lnV0
5.0,1.0,12,4.34191560945263,4.34191560945263,model,lnV0
5.0,1.0,25,3.837422810839807,4.34191560945263,model,lnV0
5.0,1.0,37,3.837422810839807,4.34191560945263,model,lnV0
5.0,1.0,50,3.254314680007404,4.761806558971889,model,lnV0
5.0,1.0,62,3.254314680007404,4.761806558971889,model,lnV0
5.0,1.0,75,2.1623021432341414,4.761806558971889,model,lnV0
5.0,1.0,87,2.1623021432341414,4.761806558971889,model,lnV0
5.0,1.0,95,2.1623021432341414,4.761806558971889,model,lnV0
5.0,2.0,0,4.34191560945263,4.34191560945263,model,lnV0
5.0,2.0,12,4.34191560945263,4.34191560945263,model,lnV0
5.0,2.0,25,3.837422810839807,4.34191560945263,model,lnV0
5.0,2.0,37,3.837422810839807,4.34191560945263,model,lnV0
5.0,2.0,50,3.837422810839807,4.761806558971889,model,lnV0
5.0,2.0,62,3.254314680007404,4.761806558971889,model,lnV0
5.0,2.0,75,2.1623021432341414,4.761806558971889,model,lnV0
5.0,2.0,87,2.1623021432341414,4.761806558971889,model,lnV0
5.0,2.0,95,2.1623021432341414,4.761806558971889,model,lnV0
5.0,3.0,0,4.34191560945263,4.34191560945263,model,lnV0
5.0,3.0,12,4.34191560945263,4.34191560945263,model,lnV0
5.0,3.0,25,3.837422810839807,4.34191560945263,model,lnV0
5.0,3.0,37,3.837422810839807,4.34191560945263,model,lnV0
5.0,3.0,50,3.837422810839807,4.761806558971889,model,lnV0
5.0,3.0,62,3.254314680007404,4.761806558971889,model,lnV0
5.0,3.0,75,3.254314680007404,4.761806558971889,model,lnV0
5.0,3.0,87,2.1623021432341414,4.761806558971889,model,lnV0
5.0,3.0,95,2.1623021432341414,4.761806558971889,model,lnV0
5.0,4.0,0,4.34191560945263,4.34191560945263,model,lnV0
5.0,4.0,12,4.34191560945263,4.34191560945263,model,lnV0
5.0,4.0,25,4.34191560945263,4.34191560945263,model,lnV0
5.0,4.0,37,3.837422810839807,4.34191560945263,model,lnV0
5.0,4.0,50,3.837422810839807,4.761806558971889,model,lnV0
5.0,4.0,62,3.837422810839807,4.761806558971889,model,lnV0
5.0,4.0,75,3.837422810839807,4.761806558971889,model,lnV0
5.0,4.0,87,3.254314680007404,4.761806558971889,model,lnV0
5.0,4.0,95,3.254314680007404,4.761806558971889,model,lnV0
