lnV0,beta,delta,pi,phi,rho,method
3.5497891920004814,6.732971564033433,1.8169321256805675,350.0,0.6436037755778412,0.0025565340505458,map
3.3937685376091076,7.2549721502513655,2.1108318883128705,375.87918664258825,5.247706470455301,0.012520365047742349,mean
