unit,time,prob,ymin,ymax
V,0.0,95,7.0,146.99999999999997
V,0.0,87,10.0,135.0
V,0.0,75,18.999999999999996,126.99999999999999
V,0.0,62,29.999999999999996,96.99999999999999
V,0.0,50,36.0,91.00000000000001
V,0.0,37,46.0,82.0
V,0.0,25,46.0,70.99999999999999
V,0.0,12,49.99999999999999,63.0
V,0.0,0,58.00000000000001,58.00000000000001
V,1.0,95,213.16963198283747,7401.988047811697
V,1.0,87,380.0040851113044,5758.804220167683
V,1.0,75,543.3762886157465,5388.543429164133
V,1.0,62,692.1565627888084,4491.844405809354
V,1.0,50,842.4684372567832,3809.3385238103792
V,1.0,37,1105.7171378378578,3614.0594851322953
V,1.0,25,1726.500723970188,2937.9487803467478
V,1.0,12,2066.9617512813584,2567.9011966483786
V,1.0,0,2066.9617512813584,2066.9617512813584
V,2.0,95,676244.294656132,10300453.230911829
V,2.0,87,1074924.1978501612,6813445.375141641
V,2.0,75,1249303.9681409649,4977287.028880693
V,2.0,62,1490820.7702817386,3846211.942397099
V,2.0,50,1731520.3022894657,3697493.489492784
V,2.0,37,1867386.2168728525,3055226.5179814817
V,2.0,25,2000960.3781104505,2793838.341507536
V,2.0,12,2017242.3463861323,2413199.737230855
V,2.0,0,2184072.3377324203,2184072.3377324203
V,3.0,95,8008816.157688989,207720824.57733414
V,3.0,87,13502389.188973574,177991597.394045
V,3.0,75,48227275.90715594,155361187.64399773
V,3.0,62,63458362.417731956,143390262.8776925
V,3.0,50,71196732.02384008,134492405.81784227
V,3.0,37,77275199.96893205,122370229.97816029
V,3.0,25,88675339.4450912,115311033.55245164
V,3.0,12,93333492.08442394,107235430.62078565
V,3.0,0,93333492.08442394,93333492.08442394
V,4.0,95,3240263.3316327855,44909607.26102065
V,4.0,87,4119284.9806938926,30716883.11013704
V,4.0,75,5467562.868932373,25177423.307001993
V,4.0,62,5582017.252797337,18172582.314059544
V,4.0,50,6139974.133197106,15863228.63986088
V,4.0,37,6936878.147808095,13878069.771904383
V,4.0,25,8359369.696470924,11453346.902863886
V,4.0,12,9636567.096512064,10726991.16747551
V,4.0,0,10335942.018281585,10335942.018281585
V,5.0,95,157212.54438824102,3839408.784751621
V,5.0,87,247521.04824601262,2469170.517419689
V,5.0,75,301436.81171288074,1651361.55021057
V,5.0,62,354049.15230372763,1362428.3317641388
V,5.0,50,354049.15230372763,1074966.0795051656
V,5.0,37,431213.2033828286,962086.0908542188
V,5.0,25,562518.6251866663,921272.4844543929
V,5.0,12,643296.8323309282,819040.635622134
V,5.0,0,723004.7226192564,723004.7226192564
V,6.0,95,15053.30860699539,469936.99462923995
V,6.0,87,25325.047148773196,345457.3913570479
V,6.0,75,34622.256189912616,250323.3135019023
V,6.0,62,36497.02336275472,186947.67773567524
